日期,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數,股票代碼
113/05/10,"4,664,901","5,100,000,162","1,105.00","1,105.00","1,080.00","1,095.00", 0.00,"6,867",2454
113/05/13,"4,261,629","4,724,340,848","1,115.00","1,120.00","1,100.00","1,115.00",+20.00,"7,002",2454
113/05/14,"7,954,993","9,069,865,450","1,115.00","1,160.00","1,110.00","1,155.00",+40.00,"15,381",2454
113/05/15,"5,734,377","6,654,225,685","1,170.00","1,175.00","1,145.00","1,155.00", 0.00,"10,474",2454
113/05/16,"10,452,836","12,449,974,595","1,180.00","1,210.00","1,175.00","1,190.00",+35.00,"18,225",2454
113/05/17,"6,555,819","7,683,288,345","1,180.00","1,185.00","1,165.00","1,165.00",-25.00,"9,273",2454
113/05/20,"6,368,808","7,543,295,595","1,165.00","1,195.00","1,165.00","1,190.00",+25.00,"9,769",2454
113/05/21,"3,544,126","4,167,145,255","1,180.00","1,190.00","1,165.00","1,175.00",-15.00,"6,223",2454
113/05/22,"4,592,310","5,397,471,790","1,190.00","1,190.00","1,160.00","1,185.00",+10.00,"7,803",2454
113/05/23,"6,526,951","7,832,960,825","1,195.00","1,210.00","1,185.00","1,205.00",+20.00,"12,386",2454
113/05/24,"4,139,304","4,961,445,325","1,190.00","1,205.00","1,190.00","1,195.00",-10.00,"6,168",2454
113/05/27,"16,451,271","21,168,650,020","1,250.00","1,310.00","1,235.00","1,285.00",+90.00,"25,068",2454
113/05/28,"10,732,534","14,035,640,030","1,300.00","1,320.00","1,285.00","1,310.00",+25.00,"19,151",2454
113/05/29,"8,661,046","11,218,850,545","1,310.00","1,315.00","1,275.00","1,290.00",-20.00,"12,262",2454
113/05/30,"8,581,664","10,994,980,566","1,255.00","1,300.00","1,250.00","1,290.00", 0.00,"11,952",2454
113/05/31,"15,194,460","19,025,117,175","1,315.00","1,315.00","1,225.00","1,235.00",-55.00,"27,519",2454
113/06/03,"6,400,731","8,067,525,065","1,265.00","1,270.00","1,240.00","1,270.00",+35.00,"9,607",2454
113/06/04,"7,219,004","8,958,813,210","1,260.00","1,270.00","1,220.00","1,240.00",-30.00,"14,654",2454
113/06/05,"6,012,669","7,387,432,500","1,240.00","1,245.00","1,220.00","1,230.00",-10.00,"10,115",2454
113/06/06,"10,328,177","13,199,043,800","1,255.00","1,300.00","1,235.00","1,290.00",+60.00,"16,487",2454
113/06/07,"5,092,253","6,515,713,395","1,290.00","1,290.00","1,270.00","1,275.00",-15.00,"7,503",2454
113/06/11,"5,846,697","7,399,957,718","1,270.00","1,280.00","1,250.00","1,270.00",-5.00,"7,806",2454
113/06/12,"8,015,243","10,378,757,620","1,270.00","1,310.00","1,265.00","1,300.00",+30.00,"12,230",2454
113/06/13,"13,667,003","18,739,524,449","1,340.00","1,400.00","1,325.00","1,385.00",+85.00,"26,043",2454
113/06/14,"6,250,845","8,663,526,242","1,395.00","1,395.00","1,365.00","1,395.00",+10.00,"10,388",2454
113/06/17,"4,762,970","6,546,247,711","1,375.00","1,390.00","1,365.00","1,380.00",-15.00,"9,928",2454
113/06/18,"7,868,192","10,966,483,070","1,375.00","1,405.00","1,375.00","1,405.00",+25.00,"11,141",2454
113/06/19,"12,145,736","17,823,177,737","1,425.00","1,485.00","1,420.00","1,485.00",+80.00,"20,765",2454
113/06/20,"7,215,413","10,698,314,079","1,485.00","1,500.00","1,460.00","1,500.00",+15.00,"11,650",2454
113/06/21,"12,105,025","17,867,014,186","1,470.00","1,495.00","1,445.00","1,490.00",-10.00,"14,988",2454
113/06/24,"9,608,976","13,682,863,540","1,455.00","1,465.00","1,405.00","1,410.00",-80.00,"26,655",2454
113/06/25,"9,815,912","13,570,769,694","1,370.00","1,400.00","1,365.00","1,385.00",-25.00,"15,893",2454
113/06/26,"5,222,459","7,379,653,738","1,395.00","1,430.00","1,395.00","1,405.00",+20.00,"8,598",2454
113/06/27,"5,022,470","6,999,160,075","1,380.00","1,410.00","1,380.00","1,395.00",-10.00,"9,074",2454
113/06/28,"7,091,837","9,894,792,705","1,400.00","1,405.00","1,375.00","1,400.00",+5.00,"8,995",2454
113/07/01,"5,231,972","7,460,027,114","1,405.00","1,440.00","1,405.00","1,415.00",+15.00,"8,582",2454
113/07/02,"5,192,639","7,286,044,855","1,410.00","1,415.00","1,390.00","1,410.00",-5.00,"9,302",2454
113/07/03,"6,507,165","9,130,555,260","1,430.00","1,430.00","1,390.00","1,405.00",-5.00,"10,196",2454
113/07/04,"7,932,727","10,958,285,135","1,380.00","1,400.00","1,375.00","1,375.00",X0.00,"16,077",2454
113/07/05,"7,046,623","9,519,975,049","1,380.00","1,385.00","1,335.00","1,350.00",-25.00,"26,077",2454
113/07/08,"8,013,255","11,168,752,895","1,340.00","1,420.00","1,335.00","1,420.00",+70.00,"14,494",2454
113/07/09,"9,919,314","14,279,252,810","1,450.00","1,460.00","1,415.00","1,460.00",+40.00,"15,342",2454
113/07/10,"5,691,397","8,156,861,700","1,455.00","1,460.00","1,410.00","1,435.00",-25.00,"11,159",2454
113/07/11,"5,549,812","7,946,756,116","1,435.00","1,460.00","1,415.00","1,420.00",-15.00,"13,294",2454
113/07/12,"7,528,115","10,276,862,370","1,365.00","1,385.00","1,350.00","1,360.00",-60.00,"31,771",2454
113/07/15,"3,700,301","5,037,115,390","1,370.00","1,380.00","1,350.00","1,355.00",-5.00,"8,859",2454
113/07/16,"5,267,624","7,082,595,622","1,355.00","1,365.00","1,325.00","1,345.00",-10.00,"13,870",2454
113/07/17,"6,370,105","8,428,658,670","1,335.00","1,345.00","1,305.00","1,325.00",-20.00,"22,271",2454
113/07/18,"10,515,746","13,347,681,435","1,270.00","1,290.00","1,250.00","1,280.00",-45.00,"34,798",2454
113/07/19,"6,157,494","7,796,089,535","1,260.00","1,285.00","1,260.00","1,260.00",-20.00,"14,466",2454
113/07/22,"7,568,809","9,232,979,290","1,255.00","1,260.00","1,195.00","1,225.00",-35.00,"22,061",2454
113/07/23,"6,609,048","8,329,911,690","1,255.00","1,275.00","1,240.00","1,275.00",+50.00,"11,037",2454
113/07/26,"10,546,400","12,871,385,040","1,190.00","1,255.00","1,185.00","1,245.00",-30.00,"17,501",2454
113/07/29,"5,212,301","6,513,230,115","1,265.00","1,280.00","1,230.00","1,240.00",-5.00,"9,359",2454
113/07/30,"4,562,729","5,629,625,725","1,230.00","1,255.00","1,210.00","1,255.00",+15.00,"8,805",2454
113/07/31,"7,646,628","9,292,823,670","1,230.00","1,235.00","1,200.00","1,220.00",-35.00,"16,827",2454
113/08/01,"12,859,885","15,332,679,225","1,215.00","1,235.00","1,180.00","1,180.00",-40.00,"40,958",2454
113/08/02,"14,592,681","16,212,034,200","1,130.00","1,140.00","1,090.00","1,090.00",-90.00,"45,587",2454
113/08/05,"23,157,567","23,008,080,568",995.00,"1,020.00",981.00,991.00,-99.00,"51,632",2454
113/08/06,"16,842,716","18,099,654,330","1,090.00","1,090.00","1,035.00","1,075.00",+84.00,"23,781",2454
113/08/07,"10,786,767","12,169,127,620","1,090.00","1,150.00","1,080.00","1,150.00",+75.00,"17,566",2454
113/08/08,"8,260,831","9,237,311,345","1,120.00","1,140.00","1,100.00","1,115.00",-35.00,"12,520",2454
113/08/09,"7,138,660","8,121,186,220","1,150.00","1,155.00","1,120.00","1,125.00",+10.00,"11,062",2454
113/08/12,"4,732,084","5,517,573,265","1,145.00","1,175.00","1,140.00","1,175.00",+50.00,"9,353",2454
113/08/13,"3,893,560","4,536,605,460","1,180.00","1,185.00","1,150.00","1,160.00",-15.00,"7,811",2454
113/08/14,"4,566,599","5,398,623,020","1,175.00","1,190.00","1,170.00","1,185.00",+25.00,"8,030",2454
113/08/15,"3,208,717","3,738,001,210","1,170.00","1,180.00","1,155.00","1,155.00",-30.00,"7,783",2454
113/08/16,"7,309,904","8,910,532,695","1,185.00","1,240.00","1,185.00","1,230.00",+75.00,"15,832",2454
113/08/19,"6,237,209","7,801,873,255","1,240.00","1,265.00","1,230.00","1,255.00",+25.00,"10,611",2454
113/08/20,"4,411,805","5,535,190,910","1,270.00","1,270.00","1,240.00","1,250.00",-5.00,"8,077",2454
113/08/21,"4,669,809","5,711,510,720","1,220.00","1,240.00","1,210.00","1,220.00",-30.00,"9,980",2454
113/08/22,"3,087,965","3,789,002,525","1,230.00","1,240.00","1,215.00","1,230.00",+10.00,"5,251",2454
113/08/23,"4,319,266","5,221,802,920","1,205.00","1,225.00","1,190.00","1,225.00",-5.00,"8,071",2454
113/08/26,"3,784,179","4,646,596,305","1,245.00","1,245.00","1,210.00","1,215.00",-10.00,"8,504",2454
113/08/27,"3,963,303","4,767,933,865","1,200.00","1,215.00","1,190.00","1,210.00",-5.00,"6,862",2454
113/08/28,"4,883,821","5,851,724,725","1,205.00","1,220.00","1,185.00","1,200.00",-10.00,"15,038",2454
113/08/29,"5,628,485","6,915,425,790","1,175.00","1,255.00","1,175.00","1,250.00",+50.00,"11,336",2454
113/08/30,"6,035,560","7,485,534,325","1,260.00","1,260.00","1,225.00","1,240.00",-10.00,"6,644",2454
113/09/02,"3,294,144","4,033,872,708","1,240.00","1,250.00","1,215.00","1,225.00",-15.00,"5,675",2454
113/09/03,"3,534,979","4,292,070,390","1,225.00","1,225.00","1,200.00","1,220.00",-5.00,"6,693",2454
113/09/04,"10,457,652","11,943,320,285","1,135.00","1,170.00","1,130.00","1,135.00",-85.00,"31,959",2454
113/09/05,"9,432,513","10,509,325,015","1,120.00","1,130.00","1,105.00","1,110.00",-25.00,"21,502",2454
113/09/06,"5,340,953","6,061,653,645","1,110.00","1,150.00","1,105.00","1,145.00",+35.00,"7,743",2454
113/09/09,"7,455,495","8,209,712,700","1,100.00","1,115.00","1,090.00","1,105.00",-40.00,"17,956",2454
113/09/10,"5,893,397","6,599,039,331","1,115.00","1,130.00","1,100.00","1,130.00",+25.00,"8,084",2454
113/09/11,"4,096,499","4,588,000,025","1,125.00","1,135.00","1,110.00","1,110.00",-20.00,"6,026",2454
113/09/12,"4,719,178","5,409,189,304","1,150.00","1,155.00","1,135.00","1,155.00",+45.00,"6,893",2454
113/09/13,"3,546,828","4,032,559,340","1,160.00","1,165.00","1,125.00","1,125.00",-30.00,"6,532",2454
113/09/16,"3,821,456","4,270,566,545","1,120.00","1,130.00","1,100.00","1,130.00",+5.00,"8,134",2454
113/09/18,"7,611,728","8,412,320,642","1,115.00","1,120.00","1,095.00","1,105.00",-25.00,"15,994",2454
113/09/19,"7,911,002","8,750,858,160","1,105.00","1,130.00","1,080.00","1,120.00",+15.00,"11,279",2454
113/09/20,"9,138,981","10,381,805,590","1,145.00","1,155.00","1,125.00","1,125.00",+5.00,"8,642",2454
113/09/23,"4,562,996","5,195,943,045","1,125.00","1,150.00","1,120.00","1,145.00",+20.00,"5,228",2454
113/09/24,"7,297,056","8,563,842,676","1,135.00","1,195.00","1,135.00","1,195.00",+50.00,"14,778",2454
113/09/25,"11,480,089","13,988,663,410","1,220.00","1,230.00","1,205.00","1,225.00",+30.00,"14,305",2454
113/09/26,"9,967,330","12,562,372,950","1,235.00","1,280.00","1,230.00","1,270.00",+45.00,"21,463",2454
113/09/27,"9,319,433","11,879,994,727","1,280.00","1,305.00","1,250.00","1,260.00",-10.00,"15,498",2454
113/09/30,"8,944,466","10,742,053,380","1,235.00","1,235.00","1,175.00","1,175.00",-85.00,"21,604",2454
113/10/01,"6,670,719","8,060,023,400","1,195.00","1,230.00","1,190.00","1,210.00",+35.00,"8,267",2454
113/10/04,"7,601,314","9,294,983,046","1,200.00","1,240.00","1,200.00","1,230.00",+20.00,"8,311",2454
113/10/07,"9,261,022","11,611,379,170","1,250.00","1,295.00","1,230.00","1,250.00",+20.00,"14,015",2454
113/10/08,"4,746,298","5,848,883,970","1,240.00","1,250.00","1,225.00","1,225.00",-25.00,"7,199",2454
113/10/09,"5,671,636","7,099,612,015","1,260.00","1,275.00","1,240.00","1,245.00",+20.00,"7,683",2454
113/10/11,"10,811,730","13,968,305,075","1,265.00","1,310.00","1,265.00","1,300.00",+55.00,"22,160",2454
113/10/14,"4,125,156","5,348,414,625","1,310.00","1,310.00","1,285.00","1,290.00",-10.00,"7,589",2454
113/10/15,"6,492,009","8,443,064,872","1,310.00","1,310.00","1,290.00","1,300.00",+10.00,"9,409",2454
113/10/16,"7,425,191","9,479,271,445","1,260.00","1,295.00","1,260.00","1,275.00",-25.00,"9,120",2454
113/10/17,"4,514,915","5,769,191,656","1,295.00","1,295.00","1,265.00","1,275.00", 0.00,"6,882",2454
113/10/18,"8,916,104","11,696,603,095","1,300.00","1,330.00","1,295.00","1,305.00",+30.00,"16,167",2454
113/10/21,"6,706,607","8,911,068,199","1,310.00","1,345.00","1,310.00","1,330.00",+25.00,"11,042",2454
113/10/22,"5,500,454","7,177,881,915","1,310.00","1,315.00","1,295.00","1,310.00",-20.00,"10,422",2454
113/10/23,"5,639,751","7,338,656,535","1,280.00","1,325.00","1,275.00","1,300.00",-10.00,"9,043",2454
113/10/24,"4,698,981","6,041,857,535","1,300.00","1,305.00","1,270.00","1,270.00",-30.00,"9,742",2454
113/10/25,"7,326,983","9,577,728,957","1,270.00","1,325.00","1,270.00","1,315.00",+45.00,"10,790",2454
113/10/28,"5,720,182","7,605,546,735","1,330.00","1,340.00","1,315.00","1,335.00",+20.00,"9,320",2454
113/10/29,"5,519,603","7,163,705,970","1,315.00","1,315.00","1,285.00","1,300.00",-35.00,"10,164",2454
113/10/30,"5,528,055","7,169,814,530","1,290.00","1,315.00","1,285.00","1,290.00",-10.00,"7,456",2454
113/11/01,"9,461,786","11,967,886,995","1,220.00","1,300.00","1,220.00","1,290.00", 0.00,"10,479",2454
113/11/04,"3,513,519","4,539,376,735","1,285.00","1,305.00","1,280.00","1,295.00",+5.00,"5,920",2454
113/11/05,"3,688,814","4,751,449,530","1,285.00","1,300.00","1,280.00","1,290.00",-5.00,"6,252",2454
113/11/06,"3,881,189","5,070,565,620","1,290.00","1,320.00","1,290.00","1,305.00",+15.00,"6,136",2454
113/11/07,"4,517,086","5,932,832,649","1,330.00","1,330.00","1,300.00","1,305.00", 0.00,"6,241",2454
113/11/08,"4,299,470","5,567,448,850","1,310.00","1,320.00","1,280.00","1,280.00",-25.00,"14,432",2454
113/11/11,"2,878,555","3,717,921,510","1,300.00","1,310.00","1,280.00","1,295.00",+15.00,"5,204",2454
113/11/12,"4,326,905","5,530,202,775","1,280.00","1,295.00","1,265.00","1,265.00",-30.00,"10,206",2454
113/11/13,"4,182,334","5,275,535,820","1,265.00","1,275.00","1,255.00","1,255.00",-10.00,"8,709",2454
113/11/14,"4,605,044","5,717,344,476","1,260.00","1,265.00","1,230.00","1,235.00",-20.00,"11,474",2454
113/11/15,"4,349,007","5,454,514,520","1,240.00","1,275.00","1,230.00","1,270.00",+35.00,"7,255",2454
113/11/18,"3,985,278","4,960,974,080","1,260.00","1,265.00","1,230.00","1,240.00",-30.00,"7,815",2454
113/11/19,"4,531,599","5,776,061,685","1,255.00","1,290.00","1,245.00","1,285.00",+45.00,"7,013",2454
113/11/20,"4,926,471","6,292,653,555","1,285.00","1,300.00","1,260.00","1,275.00",-10.00,"7,151",2454
113/11/21,"2,634,995","3,323,655,575","1,265.00","1,270.00","1,255.00","1,265.00",-10.00,"4,531",2454
113/11/22,"6,437,379","8,349,403,790","1,280.00","1,310.00","1,270.00","1,310.00",+45.00,"10,922",2454
113/11/25,"7,734,600","10,046,168,660","1,325.00","1,330.00","1,280.00","1,280.00",-30.00,"8,760",2454
113/11/26,"3,272,636","4,185,567,280","1,280.00","1,290.00","1,270.00","1,280.00", 0.00,"5,069",2454
113/11/27,"3,069,870","3,882,721,705","1,270.00","1,285.00","1,250.00","1,250.00",-30.00,"7,171",2454
113/11/28,"4,374,911","5,459,813,114","1,260.00","1,265.00","1,240.00","1,255.00",+5.00,"6,775",2454
113/11/29,"4,324,490","5,418,649,990","1,235.00","1,270.00","1,225.00","1,255.00", 0.00,"5,275",2454
113/12/02,"4,705,833","6,127,313,545","1,275.00","1,315.00","1,270.00","1,310.00",+55.00,"10,639",2454
113/12/03,"6,211,010","8,141,226,882","1,325.00","1,330.00","1,295.00","1,315.00",+5.00,"7,911",2454
113/12/04,"4,844,752","6,364,952,020","1,315.00","1,325.00","1,305.00","1,320.00",+5.00,"6,345",2454
113/12/05,"5,559,581","7,367,160,465","1,325.00","1,335.00","1,310.00","1,325.00",+5.00,"10,447",2454
113/12/06,"4,364,288","5,747,214,795","1,325.00","1,340.00","1,300.00","1,305.00",-20.00,"11,555",2454
113/12/09,"4,592,126","6,045,281,525","1,320.00","1,325.00","1,300.00","1,325.00",+20.00,"5,865",2454
113/12/10,"8,230,114","11,015,978,916","1,315.00","1,360.00","1,310.00","1,350.00",+25.00,"12,323",2454
113/12/11,"7,633,823","10,191,659,690","1,320.00","1,355.00","1,305.00","1,350.00", 0.00,"9,374",2454
113/12/12,"8,447,774","11,722,376,470","1,370.00","1,400.00","1,370.00","1,380.00",+30.00,"20,476",2454
113/12/13,"6,733,740","9,392,980,005","1,385.00","1,410.00","1,365.00","1,410.00",+30.00,"14,746",2454
113/12/16,"7,521,031","10,583,170,115","1,435.00","1,440.00","1,385.00","1,385.00",-25.00,"18,946",2454
113/12/17,"9,362,088","13,364,542,220","1,390.00","1,445.00","1,390.00","1,425.00",+40.00,"18,088",2454
113/12/18,"6,198,374","8,798,918,600","1,430.00","1,430.00","1,405.00","1,420.00",-5.00,"9,091",2454
113/12/19,"6,719,997","9,496,773,480","1,400.00","1,430.00","1,395.00","1,420.00", 0.00,"10,465",2454
113/12/20,"5,731,484","8,030,795,624","1,420.00","1,425.00","1,390.00","1,390.00",-30.00,"8,536",2454
113/12/23,"4,417,200","6,243,376,090","1,405.00","1,425.00","1,400.00","1,410.00",+20.00,"6,948",2454
113/12/24,"3,278,608","4,639,180,175","1,430.00","1,430.00","1,405.00","1,405.00",-5.00,"5,156",2454
113/12/25,"2,449,652","3,471,607,295","1,420.00","1,430.00","1,410.00","1,410.00",+5.00,"4,418",2454
113/12/26,"2,448,448","3,484,465,905","1,420.00","1,430.00","1,415.00","1,420.00",+10.00,"4,902",2454
113/12/27,"2,406,377","3,443,523,815","1,420.00","1,440.00","1,420.00","1,430.00",+10.00,"5,985",2454
113/12/30,"2,890,276","4,117,831,075","1,430.00","1,435.00","1,420.00","1,420.00",-10.00,"5,362",2454
113/12/31,"3,371,199","4,756,664,780","1,410.00","1,425.00","1,400.00","1,415.00",-5.00,"7,737",2454
114/01/02,"7,374,055","10,011,026,495","1,395.00","1,400.00","1,335.00","1,350.00",X0.00,"26,063",2454
114/01/03,"6,413,343","8,684,840,857","1,365.00","1,370.00","1,335.00","1,365.00",+15.00,"10,151",2454
114/01/06,"7,760,498","10,980,061,110","1,390.00","1,425.00","1,390.00","1,425.00",+60.00,"14,520",2454
114/01/07,"13,043,149","19,029,056,158","1,445.00","1,500.00","1,415.00","1,490.00",+65.00,"27,139",2454
114/01/08,"11,341,648","16,799,397,207","1,500.00","1,500.00","1,460.00","1,470.00",-20.00,"19,669",2454
114/01/09,"7,283,127","10,619,853,655","1,470.00","1,480.00","1,440.00","1,440.00",-30.00,"14,596",2454
114/01/10,"7,456,378","10,977,244,936","1,460.00","1,495.00","1,445.00","1,465.00",+25.00,"12,703",2454
114/01/13,"10,467,556","14,785,600,300","1,435.00","1,460.00","1,385.00","1,390.00",-75.00,"30,506",2454
114/01/14,"5,672,581","7,934,393,535","1,385.00","1,415.00","1,380.00","1,400.00",+10.00,"10,105",2454
114/01/15,"6,608,704","9,392,555,305","1,390.00","1,445.00","1,390.00","1,420.00",+20.00,"9,999",2454
114/01/16,"7,526,306","10,959,335,965","1,450.00","1,470.00","1,430.00","1,460.00",+40.00,"12,053",2454
114/01/17,"5,593,733","8,016,913,060","1,450.00","1,455.00","1,420.00","1,430.00",-30.00,"8,875",2454
114/01/20,"4,054,089","5,848,835,115","1,425.00","1,455.00","1,425.00","1,445.00",+15.00,"6,526",2454
114/01/21,"4,729,517","6,929,917,275","1,440.00","1,475.00","1,435.00","1,465.00",+20.00,"9,236",2454
114/01/22,"6,939,769","10,271,774,681","1,480.00","1,495.00","1,465.00","1,465.00", 0.00,"11,316",2454
